EstudianteID,ProbabilidadVerdadera
1,0.47934600587460097
2,0.3337881883801947
3,0.14660214953121822
4,0.2540439630623317
5,0.3003445028646251
6,0.023268092179680146
7,0.25054060965294805
8,0.04343401190123743
9,0.0008756392919008813
10,0.010323289469102555
11,0.014596716546317872
12,0.024042361321706642
13,0.005928762261573348
14,0.04084924878779598
15,0.01937538881289592
16,0.9070660914474582
17,0.043669644151124565
18,0.8216970266335535
19,0.6743132329202908
20,0.029096535495258594
21,0.01545583431980218
22,0.13233075985467097
23,0.9598139464607639
24,0.0028988027780671773
25,0.08922176746987698
26,0.2199982065117538
27,0.7367953035785184
28,0.868014824339315
29,0.08103287359005758
30,0.06125382559541065
31,0.014520444707788186
32,0.09920947882660759
33,0.00704691168053187
34,0.04968325989910462
35,0.0940761875570612
36,0.022755614063744614
37,0.6070171174488831
38,0.2657326229668257
39,0.03156887245146491
40,0.02759240799808503
41,0.00782528731812816
42,0.002584708463078992
43,0.19708395910456802
44,0.04121405164449107
45,0.09351234132380125
46,0.8363116327358725
47,0.00605256591469758
48,0.020938744812697627
49,0.005342491211164835
50,0.5166021702673685
51,0.0042784483025248244
52,0.03460924281321534
53,0.9613706411239844
54,0.5653658341709417
55,0.4154931747089599
56,0.003080159925637147
57,0.27675704750737484
58,0.0019124665419118837
59,0.0027407830649566487
60,0.03672700471600939
61,0.23668192799845486
62,0.07938346295132541
63,0.8389879161845206
64,0.2546631700718864
65,0.06642750547130578
66,0.28493307695988696
67,0.030930639749995232
68,0.1353576329455398
69,0.08532397493713681
70,0.002516159731357694
71,0.18642492387922183
72,0.006438127851055237
73,0.40097171910330714
74,0.15285481324130104
75,0.0008371779502557846
76,0.001251117398502055
77,0.04548554945785891
78,0.02896204740281755
79,0.03071458482824428
80,0.017972853788916904
81,0.11365884426562554
82,0.9110301071972526
83,0.0024440532275377593
84,0.0055242937430819055
85,0.01343746686296117
86,0.9896405822522242
87,0.5327678686635975
88,0.0036436399973260422
89,0.7330909890093421
90,0.010168412211126252
91,0.38764612670613185
92,0.011471247103026197
93,0.0053228476002201985
94,0.0003998813337253159
95,0.5965787781964301
96,0.02901681702343708
97,0.33657840266997874
98,0.28576330441995307
99,0.0345219051581327
100,0.4171055813301697
101,0.9957384126261903
102,0.021114539127443387
103,0.0037998826219661167
104,0.004428093999280699
105,0.005679079599119417
106,0.32307063113447726
107,0.9795170874750873
108,0.12004379092098626
109,0.004395157204028817
110,0.11539132064360402
111,0.0654711985829983
112,0.010772565746214878
113,0.02952264672403618
114,0.1039963096794931
115,0.009631134405397057
116,0.05202237334326127
117,0.2791820440444783
118,0.019677078408793354
119,0.0345089235060216
120,0.14503992668438528
121,0.1612557727228123
122,0.07585466924906105
123,0.019101804137223753
124,0.8620727917050657
125,0.01633481013842896
126,0.029364003260443458
127,0.005692562004813241
128,0.02114921336955982
129,0.011420817189293457
130,0.06377934118126534
131,0.044350898241696704
132,0.024467101282024867
133,0.8700741633777993
134,0.03282844235194702
135,0.9662550073269357
136,0.002861507621761634
137,0.0039734256182099095
138,0.11190806221497045
139,0.020710686611287384
140,0.004571333172603722
141,0.6453441060992253
142,0.006320160868739772
143,0.005111186861440994
144,0.03553170342003433
145,0.1406764332664569
146,0.11906303298965869
147,0.8422585480120555
148,0.7206214769758286
149,0.6336244329813958
150,0.013259560920744798
151,0.24987022572747286
152,0.019917150467078877
153,0.15780552043219342
154,0.09050221030814663
155,0.0031704511344357923
156,0.1313252310582967
157,0.023987593597604037
158,0.16383362555658137
159,0.018808290438384313
160,0.00906067485918687
161,0.20048722030886001
162,0.0075430145416507475
163,0.0529189196272153
164,0.09587806059254689
165,0.05238611475528743
166,0.09866085504429808
167,0.0016480672198787853
168,0.7993031876621222
169,0.05808623387902678
170,0.000361085134605299
171,0.20318652671334983
172,0.005375336057562279
173,0.9804338076837519
174,0.0028548931233274228
175,0.40084378063799087
176,0.004504253679127196
177,0.8407761261840565
178,0.059406977574117954
179,0.676865513225419
180,0.25188576128261453
181,0.8644152077089785
182,0.7944332160747648
183,0.07372777430863214
184,0.7567578066033384
185,0.004226715590049529
186,0.028127897495703484
187,0.022575645977461967
188,0.6748533098609725
189,0.9346707378191836
190,0.008027139922786829
191,0.011526000875592076
192,0.012578633969952735
193,0.24284843784795845
194,0.04529568791497612
195,0.08348018061548827
196,0.0067427571831039325
197,0.01947776171392939
198,0.1884828832433105
199,0.32473703093624057
200,0.8086711306495191
201,0.052170395163686246
202,0.006549428959370824
203,0.15587256578393785
204,0.4640432554604984
205,0.0028098615014574262
206,0.02017832184213347
207,0.0436756160819222
208,0.02679550961327611
209,0.1286501900836176
210,0.9929692052193378
211,0.05183587957617537
212,0.05372957364743077
213,0.07626629877587082
214,0.006715236662126203
215,0.8417234210451626
216,0.6123962548249211
217,0.6056348331046805
218,0.0066348933167560895
219,0.9404406042192447
220,0.9180683365197148
221,0.4852473839781402
222,0.01992794802780317
223,0.9842080211767444
224,0.9256309626284491
225,0.005619349344088366
226,0.042393242473033645
227,0.0280844339302196
228,0.03211561161500357
229,0.15613992802143517
230,0.5294297671955348
231,0.010415637631892993
232,0.00740740536567949
233,0.0014920134315617865
234,0.007183414415084472
235,0.1077887638549279
236,0.4506535934491907
237,0.15563112236935045
238,0.01689169036379067
239,0.9301544727732268
240,0.8723473167597614
241,0.9223554083796801
242,0.01926817051840816
243,0.04976731969506811
244,0.7507132725645291
245,0.7481432895668552
246,0.1411561262985311
247,0.010357579441467384
248,0.4216413755811235
249,0.056821329990122627
250,0.0970012592438382
251,0.7150024548653802
252,0.9573920166243792
253,0.8477485024818785
254,0.0006712866296051574
255,0.5932935714822437
256,0.07172479785380445
257,0.21082797154670405
258,0.30504177730254134
259,0.23474031589509436
260,0.12710278224076071
261,0.03546413314300265
262,0.00608873915030919
263,0.19381079947714436
264,0.0009617115853804918
265,0.6753476882856146
266,0.02495531923332655
267,0.05523384017002597
268,0.018122190571518565
269,0.9798973330590917
270,0.3439668759682191
271,0.1965033086938607
272,0.008402379995060261
273,0.18668280023327932
274,0.06419948617060266
275,0.5354847053484889
276,0.027475968914573518
277,0.0014956463871086624
278,0.6004032605516719
279,0.021075944731206633
280,0.13082658556484889
281,0.2235249186873232
282,0.013726102496919653
283,0.7572386849127328
284,0.09058660933258617
285,0.47619748301203507
286,0.005567333804818817
287,0.9749339459281496
288,0.0022824788012668173
289,0.40911703233795876
290,0.056177642965293685
291,0.013998994590992424
292,0.026296516180605068
293,0.911969505815636
294,0.002322543286203379
295,0.05272435983778853
296,0.044070135753180924
297,0.006998083854095719
298,0.038740591217472406
299,0.2805579091616699
300,0.031469069495867495
301,0.0023632840370087583
302,0.004249736477161631
303,0.27561163974067626
304,0.0010958022602459896
305,0.04356881788349172
306,0.564164292720668
307,0.34355139637765575
308,0.19907100302234954
309,0.002229822115305358
310,0.02491701019730925
311,0.004940585625545398
312,0.003145439343823897
313,0.01745489300800106
314,0.004043013930437442
315,0.629206794523167
316,0.08700852103515355
317,0.0263671999353114
318,0.024910366391475716
319,0.8155652505786448
320,0.11118180001329625
321,0.01827618106121396
322,0.007905662346130694
323,0.04801407507634026
324,0.31475340068847896
325,0.6641440644029224
326,0.01976600640035042
327,0.08301168229771959
328,0.08791533083292216
329,0.19241684279018523
330,0.020534805178543242
331,0.2041935141400351
332,0.7664640796075026
333,0.7563025523481401
334,0.005360860750223988
335,0.07789077498189134
336,0.04854234193534716
337,0.014569332964266084
338,0.12083019181782342
339,0.5993918050935895
340,0.041331916219281804
341,0.09228850688894168
342,0.21548254743497058
343,0.011850821422069377
344,0.07743034898910371
345,0.01842008975540684
346,0.04116725361744015
347,0.9692675497563293
348,0.1478867970261698
349,0.0634770295139116
350,0.010327022736650463
351,0.010499325298104012
352,0.39180749676583665
353,0.007996968091202147
354,0.409581083791951
355,0.14130020264310653
356,0.984294968111843
357,0.347064886930983
358,0.050491863433959554
359,0.04345173800010627
360,0.14149346486885078
361,0.5400722328809707
362,0.26561126523902384
363,0.034585602298077896
364,0.05839207328195132
365,0.09260236188989983
366,0.3389849169478848
367,0.9392251128564695
368,0.07967470787393255
369,0.015441480369298531
370,0.25768772839395115
371,0.05910692673360282
372,0.0023574841917165033
373,0.7538027766129469
